REGION,TECHNOLOGY,YEAR,VALUE
GLOBAL,PWRBIOINDNO01,2021,0.213
GLOBAL,PWRBIOINDNO01,2022,0.213
GLOBAL,PWRBIOINDNO01,2023,0.213
GLOBAL,PWRBIOINDNO01,2024,0.213
GLOBAL,PWRBIOINDNO01,2025,0.213
GLOBAL,PWRBIOINDNO01,2026,0.213
GLOBAL,PWRBIOINDNO01,2027,0.213
GLOBAL,PWRBIOINDNO01,2028,0.213
GLOBAL,PWRBIOINDNO01,2029,0.213
GLOBAL,PWRBIOINDNO01,2030,0.213
GLOBAL,PWRBIOINDNO01,2031,0.213
GLOBAL,PWRBIOINDNO01,2032,0.213
GLOBAL,PWRBIOINDNO01,2033,0.213
GLOBAL,PWRBIOINDNO01,2034,0.213
GLOBAL,PWRBIOINDNO01,2035,0.213
GLOBAL,PWRBIOINDNO01,2036,0.213
GLOBAL,PWRBIOINDNO01,2037,0.213
GLOBAL,PWRBIOINDNO01,2038,0.213
GLOBAL,PWRBIOINDNO01,2039,0.148
GLOBAL,PWRBIOINDNO01,2040,0.108
GLOBAL,PWRBIOINDNO01,2041,0.108
GLOBAL,PWRBIOINDNO01,2042,0.108
GLOBAL,PWRBIOINDNO01,2043,0.108
GLOBAL,PWRBIOINDNO01,2044,0.108
GLOBAL,PWRBIOINDNO01,2045,0.108
GLOBAL,PWRBIOINDNO01,2046,0.108
GLOBAL,PWRBIOINDNO01,2047,0.108
GLOBAL,PWRBIOINDNO01,2048,0.108
GLOBAL,PWRBIOINDNO01,2049,0.108
GLOBAL,PWRBIOINDNO01,2050,0.108
GLOBAL,PWRBIOINDSO01,2021,2.429084445
GLOBAL,PWRBIOINDSO01,2022,2.429084445
GLOBAL,PWRBIOINDSO01,2023,2.429084445
GLOBAL,PWRBIOINDSO01,2024,2.429084445
GLOBAL,PWRBIOINDSO01,2025,2.429084445
GLOBAL,PWRBIOINDSO01,2026,2.429084445
GLOBAL,PWRBIOINDSO01,2027,2.429084445
GLOBAL,PWRBIOINDSO01,2028,2.429084445
GLOBAL,PWRBIOINDSO01,2029,2.429084445
GLOBAL,PWRBIOINDSO01,2030,2.429084445
GLOBAL,PWRBIOINDSO01,2031,2.429084445
GLOBAL,PWRBIOINDSO01,2032,0.0
GLOBAL,PWRBIOINDSO01,2033,0.0
GLOBAL,PWRBIOINDSO01,2034,0.0
GLOBAL,PWRBIOINDSO01,2035,0.0
GLOBAL,PWRBIOINDSO01,2036,0.0
